"Gene_name" "P_values" "Adjusted_value" "is_significant"
"8475" "MMP17" 0.02552691 0.0341423188838104 TRUE
"9570" "FMO1" 0.02552691 0.0341423188838104 TRUE
"10309" "PHF20" 0.02552691 0.0341423188838104 TRUE
"11813" "NRIP2" 0.02552691 0.0341423188838104 TRUE
"11208" "TMEM240" 0.02553735 0.0341480678210678 TRUE
"13205" "JMJD8" 0.02553735 0.0341480678210678 TRUE
"14743" "ROR1" 0.02553735 0.0341480678210678 TRUE
"16344" "ZNF551" 0.02572858 0.0344010191903808 TRUE
"8416" "GPR115" 0.02577924 0.0344659925617185 TRUE
"1161" "GCLC" 0.02593232 0.0346484378083947 TRUE
"2501" "UBLCP1" 0.02593232 0.0346484378083947 TRUE
"7754" "ROBO1" 0.02593232 0.0346484378083947 TRUE
"9887" "DDX18" 0.02593232 0.0346484378083947 TRUE
"11101" "POLA1" 0.02593232 0.0346484378083947 TRUE
"11316" "UCK1" 0.02593197 0.0346484378083947 TRUE
"13829" "LSM14B" 0.02593232 0.0346484378083947 TRUE
"15032" "METTL8" 0.02593232 0.0346484378083947 TRUE
"940" "MAT2B" 0.025952 0.0346664018579322 TRUE
"3410" "FOXO3" 0.02595164 0.0346664018579322 TRUE
"4209" "COX6C" 0.025952 0.0346664018579322 TRUE
"3028" "TRIM39" 0.02599731 0.0347241456438181 TRUE
"3303" "RP4-559A3.7" 0.0261357 0.0349061955320682 TRUE
"8517" "NXPE4" 0.02616005 0.0349359194555645 TRUE
"12781" "USH2A" 0.02617317 0.0349506425106076 TRUE
"3262" "CACUL1" 0.02634328 0.0351693541219786 TRUE
"12097" "HIST1H1C" 0.02634328 0.0351693541219786 TRUE
"14327" "TRIM65" 0.02634328 0.0351693541219786 TRUE
"4473" "IFT81" 0.02637247 0.0351998719372649 TRUE
"8707" "TMEM99" 0.02637137 0.0351998719372649 TRUE
"16538" "C1orf134" 0.02637247 0.0351998719372649 TRUE
"14636" "ING1" 0.02651282 0.0353843685069611 TRUE
"15065" "SAMD4A" 0.0265505 0.0354318217457397 TRUE
"760" "C17orf85" 0.02664605 0.0355536448284137 TRUE
"10467" "MUTYH" 0.02664527 0.0355536448284137 TRUE
"1894" "L3HYPDH" 0.02675985 0.0356740967071611 TRUE
"2770" "SPATA6L" 0.02675985 0.0356740967071611 TRUE
"3189" "PCDHGB6" 0.02675985 0.0356740967071611 TRUE
"5348" "STX12" 0.02675985 0.0356740967071611 TRUE
"7748" "ARL5B" 0.02675985 0.0356740967071611 TRUE
"8896" "KCTD4" 0.02675949 0.0356740967071611 TRUE
"9875" "MRPL30" 0.02675985 0.0356740967071611 TRUE
"10104" "ENSA" 0.02675949 0.0356740967071611 TRUE
"13096" "CHIC2" 0.02675985 0.0356740967071611 TRUE
"14881" "SDE2" 0.02675985 0.0356740967071611 TRUE
"16563" "EXTL3" 0.02675985 0.0356740967071611 TRUE
"2461" "CHCHD6" 0.02679881 0.0357203252996644 TRUE
"5602" "TIPRL" 0.02679881 0.0357203252996644 TRUE
"4981" "SPP1" 0.0271821 0.0362138520766773 TRUE
"12895" "FKBP2" 0.0271821 0.0362138520766773 TRUE
"13134" "SRPK2" 0.0271821 0.0362138520766773 TRUE
"13552" "TOMM70A" 0.0271821 0.0362138520766773 TRUE
"14360" "CCDC87" 0.0271821 0.0362138520766773 TRUE
"15228" "RASGEF1B" 0.0271821 0.0362138520766773 TRUE
"3011" "RASA2" 0.02723108 0.0362762091206773 TRUE
"581" "RWDD3" 0.02739501 0.0364858485148515 TRUE
"920" "E2F3" 0.02739501 0.0364858485148515 TRUE
"6028" "H3F3C" 0.02739465 0.0364858485148515 TRUE
"1637" "FAM71F2" 0.02744909 0.0365549557844311 TRUE
"13701" "LSMD1" 0.02753222 0.0366627358773751 TRUE
"1415" "MFSD9" 0.02760972 0.036751759731865 TRUE
"3702" "ITGB5" 0.02761009 0.036751759731865 TRUE
"8630" "CIRBP" 0.02761009 0.036751759731865 TRUE
"14008" "HELLS" 0.02761009 0.036751759731865 TRUE
"15382" "LMOD1" 0.02761009 0.036751759731865 TRUE
"5129" "RAB3IP" 0.02766936 0.0368218385830541 TRUE
"6943" "ZNF671" 0.02766936 0.0368218385830541 TRUE
"13395" "NFX1" 0.02766936 0.0368218385830541 TRUE
"224" "MIS12" 0.02804387 0.0372934506577374 TRUE
"2960" "PDF" 0.02804387 0.0372934506577374 TRUE
"4142" "IL1RAPL2" 0.02804314 0.0372934506577374 TRUE
"4612" "UNC93A" 0.02804387 0.0372934506577374 TRUE
"5717" "DNAJB14" 0.02804387 0.0372934506577374 TRUE
"8025" "STRIP2" 0.02804387 0.0372934506577374 TRUE
"11618" "AIMP1" 0.02804387 0.0372934506577374 TRUE
"11878" "SOX7" 0.02804387 0.0372934506577374 TRUE
"13885" "ITFG2" 0.02804387 0.0372934506577374 TRUE
"3856" "CHST3" 0.02811371 0.0373744068542281 TRUE
"12806" "SIGMAR1" 0.02811371 0.0373744068542281 TRUE
"14097" "PCNXL2" 0.02811371 0.0373744068542281 TRUE
"14385" "AL162407.1" 0.02811371 0.0373744068542281 TRUE
"713" "ANKFN1" 0.02821222 0.0375023772394007 TRUE
"5105" "EVPLL" 0.02826223 0.0375628682390438 TRUE
"12859" "FRMPD2" 0.02826223 0.0375628682390438 TRUE
"767" "NOSIP" 0.0284437 0.0377980334608031 TRUE
"4139" "ERCC2" 0.0284437 0.0377980334608031 TRUE
"2253" "CCRN4L" 0.02848352 0.0378388908569608 TRUE
"3282" "SMC5" 0.02848352 0.0378388908569608 TRUE
"3352" "GUCY2C" 0.02848093 0.0378388908569608 TRUE
"14242" "WDR4" 0.02848352 0.0378388908569608 TRUE
"2377" "CDK6" 0.02856381 0.0379400267558528 TRUE
"8167" "LPPR4" 0.0285642 0.0379400267558528 TRUE
"12670" "YAE1D1" 0.02870519 0.0381242590333625 TRUE
"12214" "LA16c-431H6.6" 0.02875164 0.0381829104458599 TRUE
"1662" "HTR4" 0.02875476 0.0381840137568665 TRUE
"1748" "ADAM20" 0.02877773 0.0382114740009553 TRUE
"11564" "SAC3D1" 0.02879137 0.0382265423545332 TRUE
"11277" "TRAPPC3" 0.02890788 0.0383781787965616 TRUE
"554" "RBM38" 0.0289291 0.0383941269891789 TRUE
"2122" "RABEP2" 0.0289291 0.0383941269891789 TRUE
"10995" "PDZD7" 0.02892835 0.0383941269891789 TRUE
"13607" "C5orf24" 0.0289291 0.0383941269891789 TRUE
"1455" "ZNF780A" 0.02902049 0.0385006319255548 TRUE
"1766" "ZNF423" 0.02902089 0.0385006319255548 TRUE
"9727" "ETS2" 0.02902089 0.0385006319255548 TRUE
"10975" "XRCC5" 0.02902089 0.0385006319255548 TRUE
"11403" "ZBED6" 0.02902089 0.0385006319255548 TRUE
"5495" "FCHO2" 0.02915375 0.0386676645992366 TRUE
"8450" "NDUFAF6" 0.02915375 0.0386676645992366 TRUE
"13686" "FANK1" 0.02915375 0.0386676645992366 TRUE
"274" "ZCCHC9" 0.02938066 0.0389474619725026 TRUE
"2342" "SPATA25" 0.02938066 0.0389474619725026 TRUE
"5913" "HSPE1" 0.02938066 0.0389474619725026 TRUE
"7327" "FAM228B" 0.02938066 0.0389474619725026 TRUE
"8628" "KCNH2" 0.02938066 0.0389474619725026 TRUE
"12137" "PINX1" 0.02938105 0.0389474619725026 TRUE
"14091" "C10orf137" 0.02938066 0.0389474619725026 TRUE
"3795" "CRIPT" 0.02948345 0.0390775222884386 TRUE
"13646" "MLLT3" 0.02948385 0.0390775222884386 TRUE
"5153" "TMBIM1" 0.0297173 0.0393838045447322 TRUE
"5537" "CCL16" 0.02983789 0.0395127297237218 TRUE
"6148" "PIAS3" 0.02983827 0.0395127297237218 TRUE
"6661" "PCSK7" 0.02983827 0.0395127297237218 TRUE
"7724" "NUP93" 0.02983827 0.0395127297237218 TRUE
"11021" "STEAP1" 0.02983827 0.0395127297237218 TRUE
"11179" "MAFG" 0.02983827 0.0395127297237218 TRUE
"12905" "STRADB" 0.02983827 0.0395127297237218 TRUE
"13655" "DUOX1" 0.02983827 0.0395127297237218 TRUE
"14551" "CPA4" 0.02983827 0.0395127297237218 TRUE
"15879" "JUNB" 0.02983827 0.0395127297237218 TRUE
"7041" "ARRB1" 0.02995315 0.0396428264698881 TRUE
"7485" "SEC24C" 0.02995275 0.0396428264698881 TRUE
"14272" "AP3M2" 0.02995315 0.0396428264698881 TRUE
"14826" "TMTC2" 0.02995315 0.0396428264698881 TRUE
"15079" "ZDHHC8" 0.02995315 0.0396428264698881 TRUE
"15474" "EIF2D" 0.02995315 0.0396428264698881 TRUE
"15613" "GLUD2" 0.02995315 0.0396428264698881 TRUE
"14122" "CAPNS2" 0.02999641 0.0396969310377658 TRUE
"3839" "KLHL41" 0.03006859 0.0397866560685388 TRUE
"7335" "CCDC94" 0.03006898 0.0397866560685388 TRUE
"3668" "ABR" 0.03010098 0.0398258385341477 TRUE
"1454" "GTPBP10" 0.03030199 0.0400790732852272 TRUE
"2988" "HYPK" 0.03030199 0.0400790732852272 TRUE
"5441" "NFRKB" 0.03030199 0.0400790732852272 TRUE
"12426" "PSMC1" 0.03030161 0.0400790732852272 TRUE
"9854" "CCDC180" 0.03042885 0.0402404834694363 TRUE
"15530" "SLC12A2" 0.03042885 0.0402404834694363 TRUE
"1770" "RSPH10B" 0.03053539 0.0403722899809765 TRUE
"2606" "DNAJC15" 0.03053578 0.0403722899809765 TRUE
"9619" "PDCD11" 0.03053539 0.0403722899809765 TRUE
"3220" "FKBP5" 0.0307719 0.0406683536962206 TRUE
"6288" "SCUBE2" 0.03077151 0.0406683536962206 TRUE
"9999" "LSM2" 0.0307719 0.0406683536962206 TRUE
"12697" "LONP1" 0.0307719 0.0406683536962206 TRUE
"14004" "DMXL1" 0.0307719 0.0406683536962206 TRUE
"3952" "ERLEC1" 0.0310088 0.0409749492196784 TRUE
"8273" "MAF1" 0.0310088 0.0409749492196784 TRUE
"14146" "VCPIP1" 0.03115416 0.041163766539924 TRUE
"1346" "MAP1LC3C" 0.03124805 0.0412551427892987 TRUE
"1906" "PREB" 0.03124805 0.0412551427892987 TRUE
"3515" "ME1" 0.03124805 0.0412551427892987 TRUE
"7346" "SKOR1" 0.03124765 0.0412551427892987 TRUE
"7556" "KIF23" 0.03124805 0.0412551427892987 TRUE
"8268" "PDE6A" 0.03124167 0.0412551427892987 TRUE
"9969" "KCNJ8" 0.03124805 0.0412551427892987 TRUE
"10891" "GSK3B" 0.03124805 0.0412551427892987 TRUE
"13407" "TMED6" 0.03124805 0.0412551427892987 TRUE
"14488" "HIF1AN" 0.03124805 0.0412551427892987 TRUE
"3540" "AL590452.1" 0.03139687 0.0414324813543232 TRUE
"4001" "C12orf76" 0.03139976 0.0414324813543232 TRUE
"4337" "PLCXD1" 0.03139976 0.0414324813543232 TRUE
"5244" "USPL1" 0.03139935 0.0414324813543232 TRUE
"10791" "PTPN9" 0.03139976 0.0414324813543232 TRUE
"11300" "NOXO1" 0.03139811 0.0414324813543232 TRUE
"12978" "ZCCHC12" 0.03139769 0.0414324813543232 TRUE
"3116" "TNN" 0.03148729 0.0415424483429566 TRUE
"13836" "YWHAQ" 0.03148808 0.0415424483429566 TRUE
"392" "SYT5" 0.03155524 0.041627760455552 TRUE
"15611" "AC010642.1" 0.03158598 0.0416650175088968 TRUE
"4462" "FAM110D" 0.0317301 0.0418324960480556 TRUE
"4574" "DCBLD2" 0.0317305 0.0418324960480556 TRUE
"11211" "NEGR1" 0.0317305 0.0418324960480556 TRUE
"11720" "FUBP1" 0.0317305 0.0418324960480556 TRUE
"13473" "GNB3" 0.0317305 0.0418324960480556 TRUE
"15127" "GPR37L1" 0.03172731 0.0418324960480556 TRUE
"15651" "MED19" 0.0317301 0.0418324960480556 TRUE
"10462" "RTF1" 0.03184145 0.0419754513554098 TRUE
"10424" "ACTG1" 0.0318951 0.0420395312524694 TRUE
"11048" "TANGO2" 0.0318951 0.0420395312524694 TRUE
"11928" "CLDN24" 0.03192128 0.0420707135271808 TRUE
"4972" "OSBPL11" 0.03214485 0.0423586741981356 TRUE
"5867" "MROH2A" 0.03214485 0.0423586741981356 TRUE
"1240" "SLCO4C1" 0.03221933 0.0424333536833794 TRUE
"2646" "ATP6AP1L" 0.03221893 0.0424333536833794 TRUE
"3317" "AK4" 0.03221933 0.0424333536833794 TRUE
"4303" "SLC9A3R2" 0.03221933 0.0424333536833794 TRUE
"4648" "OSBPL1A" 0.03221933 0.0424333536833794 TRUE
"5694" "PDE2A" 0.03221933 0.0424333536833794 TRUE
"9038" "C19orf18" 0.03221852 0.0424333536833794 TRUE
"12920" "PMS2" 0.03239712 0.0426641371861677 TRUE
"3384" "ZBTB45" 0.03246575 0.0427477668140196 TRUE
"15444" "FILIP1L" 0.03246575 0.0427477668140196 TRUE
"4902" "F8A1" 0.03271419 0.0430516392899408 TRUE
"5200" "GALNT18" 0.0327146 0.0430516392899408 TRUE
"7581" "UGDH" 0.0327146 0.0430516392899408 TRUE
"7812" "EMID1" 0.0327146 0.0430516392899408 TRUE
"12369" "RP11-458D21.5" 0.0327146 0.0430516392899408 TRUE
"13895" "GABRB3" 0.0327146 0.0430516392899408 TRUE
"14449" "SPATA32" 0.03271135 0.0430516392899408 TRUE
"6546" "PSMD11" 0.0329059 0.0432965537587757 TRUE
"9435" "DZIP3" 0.0329059 0.0432965537587757 TRUE
"7114" "GLRX3" 0.03316242 0.0436306330336015 TRUE
"1294" "ABLIM2" 0.03321637 0.0436774971698857 TRUE
"2528" "TRERF1" 0.03321637 0.0436774971698857 TRUE
"3155" "SIRT1" 0.03321637 0.0436774971698857 TRUE
"3398" "RAB27B" 0.03321637 0.0436774971698857 TRUE
"8031" "R3HCC1L" 0.03321637 0.0436774971698857 TRUE
"12256" "MGP" 0.03321637 0.0436774971698857 TRUE
"12982" "DNAH5" 0.03321637 0.0436774971698857 TRUE
"13995" "PKN2" 0.03340044 0.0439160759262179 TRUE
"11454" "CCP110" 0.03342021 0.0439368526796974 TRUE
"14189" "UAP1" 0.03342151 0.0439368526796974 TRUE
"5889" "MRC1" 0.03368234 0.0442762574828592 TRUE
"2281" "FAM26E" 0.03372471 0.0443110014021268 TRUE
"7563" "COMMD7" 0.0337243 0.0443110014021268 TRUE
"10051" "SLC2A9" 0.03372471 0.0443110014021268 TRUE
"13028" "C19orf60" 0.03372471 0.0443110014021268 TRUE
"13032" "SLC23A2" 0.03372471 0.0443110014021268 TRUE
"16368" "TMEM136" 0.03372388 0.0443110014021268 TRUE
"4184" "ZDHHC17" 0.03393456 0.0445832120982987 TRUE
"6316" "EMC2" 0.03394401 0.0445850922749823 TRUE
"12362" "EFCAB12" 0.03394401 0.0445850922749823 TRUE
"12443" "NUP210" 0.03394401 0.0445850922749823 TRUE
"14043" "SLC28A3" 0.03420161 0.0449199098267717 TRUE
"155" "EPHB1" 0.0342397 0.0449451637680019 TRUE
"3814" "ADAM22" 0.0342397 0.0449451637680019 TRUE
"3891" "CCL15" 0.0342397 0.0449451637680019 TRUE
"9145" "RP11-57H12.6" 0.0342397 0.0449451637680019 TRUE
"9275" "RNF144B" 0.0342397 0.0449451637680019 TRUE
"10165" "CERS6" 0.0342397 0.0449451637680019 TRUE
"13106" "FAM131C" 0.0342397 0.0449451637680019 TRUE
"15674" "ZNF33B" 0.03447303 0.0452478864022663 TRUE
"10858" "ZNF221" 0.03449928 0.0452787780627901 TRUE
"4715" "RFESD" 0.03476139 0.0455976710600818 TRUE
"5512" "EDF1" 0.03476139 0.0455976710600818 TRUE
"10530" "TRIM73" 0.03476139 0.0455976710600818 TRUE
"11011" "MAP2K1" 0.03474943 0.0455976710600818 TRUE
"13849" "CATSPERG" 0.03476139 0.0455976710600818 TRUE
"13975" "HSPB2-C11orf52" 0.03476139 0.0455976710600818 TRUE
"14829" "ZNF215" 0.03476139 0.0455976710600818 TRUE
"4965" "STX8" 0.03502391 0.0459384146260911 TRUE
"428" "KCNE1L" 0.03528985 0.0462544945780292 TRUE
"1769" "PVR" 0.03528985 0.0462544945780292 TRUE
"7525" "CLCN7" 0.03528942 0.0462544945780292 TRUE
"7628" "RBP4" 0.03528985 0.0462544945780292 TRUE
"8022" "RPUSD2" 0.03528985 0.0462544945780292 TRUE
"10119" "FP15737" 0.03528985 0.0462544945780292 TRUE
"12437" "TIMM17B" 0.03528985 0.0462544945780292 TRUE
"14358" "ZNF436" 0.03528942 0.0462544945780292 TRUE
"16272" "STAB2" 0.03528942 0.0462544945780292 TRUE
"4828" "DENND2D" 0.0355536 0.0465892095215649 TRUE
"8121" "RABAC1" 0.0355527 0.0465892095215649 TRUE
"14431" "ASXL1" 0.0355536 0.0465892095215649 TRUE
"14871" "FRMPD3" 0.03573506 0.0468233150667714 TRUE
"200" "L3MBTL3" 0.03582515 0.0469077866562009 TRUE
"490" "AC008948.1" 0.03582515 0.0469077866562009 TRUE
"941" "SHC4" 0.03582515 0.0469077866562009 TRUE
"2437" "FUCA2" 0.03582515 0.0469077866562009 TRUE
"3594" "KANK2" 0.03582515 0.0469077866562009 TRUE
"5093" "TTLL6" 0.03582472 0.0469077866562009 TRUE
"8346" "EMC9" 0.03582515 0.0469077866562009 TRUE
"8412" "EPN1" 0.03582515 0.0469077866562009 TRUE
"10479" "AL118506.1" 0.03582765 0.0469077866562009 TRUE
"16182" "BOLA1" 0.03582515 0.0469077866562009 TRUE
"8438" "PYCRL" 0.0361044 0.0472664148810925 TRUE
"5064" "LRRC48" 0.03636693 0.047599463653484 TRUE
"5617" "ZNF319" 0.03636736 0.047599463653484 TRUE
"11158" "XPR1" 0.03636736 0.047599463653484 TRUE
"6190" "ORM1" 0.03663118 0.0479410029344841 TRUE
"6375" "TSSK4" 0.03664064 0.0479458598258414 TRUE
"9590" "TMEM106C" 0.03664064 0.0479458598258414 TRUE
"623" "PLD1" 0.03666247 0.0479631372235294 TRUE
"11234" "TIMM9" 0.03666247 0.0479631372235294 TRUE
"16146" "ARL5A" 0.03666201 0.0479631372235294 TRUE
"3859" "RBBP9" 0.03671554 0.0480287983060152 TRUE
"555" "CTBP2" 0.03691655 0.0482652495688979 TRUE
"772" "TMEM100" 0.03691655 0.0482652495688979 TRUE
"3823" "PRODH" 0.03691655 0.0482652495688979 TRUE
"6355" "PKLR" 0.03691655 0.0482652495688979 TRUE
"6414" "OST4" 0.03691655 0.0482652495688979 TRUE
"6651" "EHHADH" 0.03691655 0.0482652495688979 TRUE
"8256" "C1orf43" 0.03691655 0.0482652495688979 TRUE
"12016" "TRH" 0.03721504 0.048651686433106 TRUE
"2178" "RMND1" 0.03722786 0.0486531931990911 TRUE
"2827" "PURB" 0.03722786 0.0486531931990911 TRUE
"4920" "ZFP90" 0.03722786 0.0486531931990911 TRUE
"11516" "TSPAN12" 0.03722786 0.0486531931990911 TRUE
"2329" "GPN1" 0.0372955 0.0487377734252585 TRUE
"3246" "CLDN2" 0.03747279 0.0489502809303783 TRUE
"4918" "GARS" 0.03747235 0.0489502809303783 TRUE
"5845" "BLZF1" 0.03747279 0.0489502809303783 TRUE
"7595" "NT5C1B" 0.03747235 0.0489502809303783 TRUE
"15374" "MUSTN1" 0.03747279 0.0489502809303783 TRUE
"11654" "UBE2F-SCLY" 0.03772566 0.0492767430540329 TRUE
"2147" "TMEM178B" 0.03775313 0.0493010419165427 TRUE
"5219" "RP11-505K9.4" 0.03775313 0.0493010419165427 TRUE
"11548" "DPYSL4" 0.03775313 0.0493010419165427 TRUE
"13111" "TNFRSF19" 0.03780066 0.0493592460310005 TRUE
"12054" "TP53INP2" 0.03788226 0.0494619253855186 TRUE
"791" "TGFBRAP1" 0.0380357 0.0496511959618094 TRUE
"10191" "PTGER2" 0.03803615 0.0496511959618094 TRUE
"11449" "C10orf68" 0.03803615 0.0496511959618094 TRUE
"2735" "AL132989.1" 0.03831961 0.0500100618730929 FALSE
"8189" "SLC2A10" 0.03832006 0.0500100618730929 FALSE
"9577" "ACTR1B" 0.03832006 0.0500100618730929 FALSE
"1485" "RIOK1" 0.03838094 0.0500699264195214 FALSE
"11617" "WHAMM" 0.03838047 0.0500699264195214 FALSE
"13237" "NCOR1" 0.03838094 0.0500699264195214 FALSE
"14921" "STOX2" 0.03838094 0.0500699264195214 FALSE
"15077" "UBE2D1" 0.03838047 0.0500699264195214 FALSE
"8650" "ARNT" 0.03847686 0.0501911335575194 FALSE
"349" "MYH11" 0.03860669 0.0503132736307524 FALSE
"2689" "TRAM1" 0.03860669 0.0503132736307524 FALSE
"5204" "PLEK2" 0.03860669 0.0503132736307524 FALSE
"5681" "SNURF" 0.03860669 0.0503132736307524 FALSE
"7250" "RNF112" 0.03860669 0.0503132736307524 FALSE
"7368" "CAMK4" 0.03860669 0.0503132736307524 FALSE
"11130" "TNFSF18" 0.03860669 0.0503132736307524 FALSE
"12511" "OBSCN" 0.03860669 0.0503132736307524 FALSE
"13399" "B3GALTL" 0.03860669 0.0503132736307524 FALSE
"13533" "GPCPD1" 0.03860669 0.0503132736307524 FALSE
"13869" "FGB" 0.03860669 0.0503132736307524 FALSE
"14971" "TRIM63" 0.03860669 0.0503132736307524 FALSE
"8591" "WDR45B" 0.03867296 0.050395701 FALSE
"3774" "PDZD2" 0.03889422 0.0506800710569487 FALSE
"14557" "AC097381.1" 0.03893901 0.0507344701452898 FALSE
"1853" "ZNF341" 0.03896878 0.050761362780164 FALSE
"2909" "SIGLEC15" 0.0389683 0.050761362780164 FALSE
"9622" "PRDM15" 0.03896878 0.050761362780164 FALSE
"7893" "BBS7" 0.03907886 0.0508968052471305 FALSE
"10691" "LIN9" 0.03907886 0.0508968052471305 FALSE
"10774" "ARSF" 0.03918448 0.0510184315353993 FALSE
"11210" "CCNI2" 0.03918448 0.0510184315353993 FALSE
"11484" "DKK3" 0.03918448 0.0510184315353993 FALSE
"14962" "TNFRSF10C" 0.03918448 0.0510184315353993 FALSE
"7186" "DPF1" 0.03926507 0.0511193699344365 FALSE
"4017" "MRPL43" 0.0394752 0.0513889281198783 FALSE
"743" "RBM4B" 0.03956424 0.0515008212267832 FALSE
"13344" "GPR137" 0.03968936 0.0516596585875927 FALSE
"8617" "CLEC4C" 0.03974102 0.0517228631086142 FALSE
"1414" "SLC38A2" 0.03976961 0.0517358520355639 FALSE
"4028" "TBC1D31" 0.03976961 0.0517358520355639 FALSE
"9726" "ZNF783" 0.03976961 0.0517358520355639 FALSE
"10335" "DGCR2" 0.03976914 0.0517358520355639 FALSE
"12698" "HSPA4" 0.03976961 0.0517358520355639 FALSE
"14613" "TRIQK" 0.03976961 0.0517358520355639 FALSE
"1465" "AC127496.1" 0.03986389 0.0518544556811978 FALSE
"5297" "GRIN3A" 0.04006401 0.0521107054585153 FALSE
"10492" "ADCY4" 0.04016741 0.0522411227134503 FALSE
"3376" "RGL2" 0.04036213 0.0524698252981062 FALSE
"4193" "ATP6V1B2" 0.04036213 0.0524698252981062 FALSE
"6457" "PIK3R1" 0.04036213 0.0524698252981062 FALSE
"6473" "C6orf25" 0.04036073 0.0524698252981062 FALSE
"8063" "KCNJ4" 0.04036166 0.0524698252981062 FALSE
"14117" "ARHGAP29" 0.04036213 0.0524698252981062 FALSE
"1479" "ING4" 0.04077837 0.0529902782486756 FALSE
"4908" "TTC32" 0.04077837 0.0529902782486756 FALSE
"5016" "C20orf196" 0.04077837 0.0529902782486756 FALSE
"7375" "UNC119B" 0.04077837 0.0529902782486756 FALSE
"9238" "TAF3" 0.04077837 0.0529902782486756 FALSE
"4357" "USP36" 0.04096212 0.0532083296939491 FALSE
"8105" "CCDC117" 0.04096212 0.0532083296939491 FALSE
"11717" "PELP1" 0.04096212 0.0532083296939491 FALSE
"12827" "PYROXD2" 0.04096212 0.0532083296939491 FALSE
"14163" "ZNF665" 0.04096212 0.0532083296939491 FALSE
"9329" "GPBP1" 0.04139718 0.0537692697710637 FALSE
"5793" "ZBTB22" 0.04146001 0.053846684326092 FALSE
"1958" "GPRIN2" 0.04156965 0.0539477244223139 FALSE
"4433" "RFTN2" 0.04156965 0.0539477244223139 FALSE
"5333" "RAB30" 0.04156965 0.0539477244223139 FALSE
"5877" "PHF20L1" 0.04156965 0.0539477244223139 FALSE
"6378" "SEMA3A" 0.04156917 0.0539477244223139 FALSE
"9987" "BMS1" 0.04156965 0.0539477244223139 FALSE
"11151" "LRRC8D" 0.04156965 0.0539477244223139 FALSE
"13886" "FGFRL1" 0.04157015 0.0539477244223139 FALSE
"14249" "AC027307.3" 0.04156917 0.0539477244223139 FALSE
"14599" "FAM195A" 0.04156965 0.0539477244223139 FALSE
"4479" "C7orf13" 0.04170905 0.0541237711218298 FALSE
"2765" "ZDHHC1" 0.04202392 0.0545153978534764 FALSE
"4988" "PIGU" 0.04202392 0.0545153978534764 FALSE
"9342" "ZNF345" 0.04202392 0.0545153978534764 FALSE
"12104" "ZFPM2" 0.04202392 0.0545153978534764 FALSE
"14568" "MYH7B" 0.04218479 0.0547113208304175 FALSE
"15564" "LRIG2" 0.04218431 0.0547113208304175 FALSE
"16086" "PIGT" 0.04218479 0.0547113208304175 FALSE
"7469" "HAS1" 0.04236977 0.0549469572072773 FALSE
"11064" "AC024580.1" 0.04249476 0.0551004817164179 FALSE
"16448" "SPDYE1" 0.04249476 0.0551004817164179 FALSE
"1599" "ZNF286A" 0.04265867 0.0553001177896946 FALSE
"13736" "FGF2" 0.04265867 0.0553001177896946 FALSE
"15956" "OXLD1" 0.04265867 0.0553001177896946 FALSE
"10141" "SCAMP3" 0.0427822 0.0554559446689462 FALSE
"1867" "FPGT-TNNI3K" 0.04280762 0.0554716517712865 FALSE
"5585" "PREP" 0.04280762 0.0554716517712865 FALSE
"9036" "KIAA0430" 0.04280762 0.0554716517712865 FALSE
"11363" "NDUFAF2" 0.04280762 0.0554716517712865 FALSE
"7759" "LIAS" 0.04286513 0.0555375460929004 FALSE
"13246" "R3HDM2" 0.0428646 0.0555375460929004 FALSE
"4350" "RCHY1" 0.04297857 0.0556801978718447 FALSE
"4032" "TIGD2" 0.04312048 0.0558566270093966 FALSE
"8826" "ACER3" 0.04312145 0.0558566270093966 FALSE
"649" "RP11-598P20.5" 0.04319202 0.0559436941761143 FALSE
"203" "ACHE" 0.04330152 0.0560681069399162 FALSE
"4221" "SNX24" 0.04330152 0.0560681069399162 FALSE
"6055" "PIN4" 0.04330152 0.0560681069399162 FALSE
"9318" "LRWD1" 0.04330152 0.0560681069399162 FALSE
"9972" "C17orf82" 0.04343771 0.0562363533064266 FALSE
"11545" "PDXP" 0.0434382 0.0562363533064266 FALSE
"5293" "C6orf201" 0.04375397 0.0566407620954598 FALSE
"2578" "ZNF480" 0.04395253 0.056884559310987 FALSE
"8406" "DTYMK" 0.04395253 0.056884559310987 FALSE
"9950" "PIAS2" 0.04395253 0.056884559310987 FALSE
"867" "CTTNBP2" 0.04407662 0.0570053517562224 FALSE
"1156" "CRY2" 0.04407662 0.0570053517562224 FALSE
"3381" "OSR2" 0.04407612 0.0570053517562224 FALSE
"4830" "LNX2" 0.04407662 0.0570053517562224 FALSE
"5556" "SRPX2" 0.04407662 0.0570053517562224 FALSE
"7559" "SNX32" 0.04407612 0.0570053517562224 FALSE
"7851" "MPST" 0.04407662 0.0570053517562224 FALSE
